,property,Reference profile,Evaluated entity
27,https://schema.org/url,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,https://nanocommons.github.io/identifiers/registry#ERM00000325
28,https://schema.org/url,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,https://nanocommons.github.io/identifiers/registry#ERM00000061
29,https://schema.org/url,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,https://nanocommons.github.io/identifiers/registry#ERM00000089
30,https://schema.org/url,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,https://nanocommons.github.io/identifiers/registry#ERM00000085
31,https://schema.org/url,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,https://nanocommons.github.io/identifiers/registry#ERM00000065
32,https://schema.org/url,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,https://nanocommons.github.io/identifiers/registry#ERM00000583
33,https://schema.org/url,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,https://nanocommons.github.io/identifiers/registry#ERM00000584
34,https://schema.org/url,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,https://nanocommons.github.io/identifiers/registry#ERM00000066
35,https://schema.org/url,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,https://nanocommons.github.io/identifiers/registry#ERM00000083
36,https://schema.org/url,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,https://nanocommons.github.io/identifiers/registry#ERM00000090
37,https://schema.org/url,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,https://nanocommons.github.io/identifiers/registry#ERM00000064
38,https://schema.org/url,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,https://nanocommons.github.io/identifiers/registry#ERM000000837
39,https://schema.org/url,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,https://nanocommons.github.io/identifiers/registry#ERM00000086
40,https://schema.org/url,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,https://nanocommons.github.io/identifiers/registry#ERM00000062
41,https://schema.org/description,https://bioschemas.org/profiles/ComputationalTool/1.0-RELEASE,https://bio.tools/blast
42,https://schema.org/name,https://bioschemas.org/profiles/ComputationalTool/1.0-RELEASE,https://bio.tools/blast
43,https://schema.org/url,https://bioschemas.org/profiles/ComputationalTool/1.0-RELEASE,https://bio.tools/blast
44,https://schema.org/identifier,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://www.genenames.org/data/gene-symbol-report/#data-set
45,https://schema.org/identifier,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://www.genenames.org/data/genegroup/#data-set
46,https://schema.org/identifier,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://www.bgee.org/
47,https://schema.org/output,https://bioschemas.org/profiles/ComputationalWorkflow/1.0-RELEASE,https://workflowhub.eu/workflows/18?version=1
48,https://discovery.biothings.io/view/bioschemas/topic,https://bioschemas.org/profiles/Organization/0.2-DRAFT-2019_07_19,https://biocomputingup.it/#Organization
49,https://schema.org/keywords,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://doi.org/10.5281/zenodo.5744302
50,https://schema.org/keywords,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://doi.org/10.5281/zenodo.4986068
51,https://schema.org/keywords,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://doi.org/10.5281/zenodo.4609840
52,https://schema.org/keywords,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://doi.org/10.5281/zenodo.5744082
53,https://schema.org/keywords,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://doi.org/10.5281/zenodo.7674574
54,https://schema.org/description,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://doi.org/10.5281/zenodo.7335039
55,https://schema.org/description,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://doi.org/10.5281/zenodo.6473305
56,https://schema.org/keywords,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://doi.org/10.5281/zenodo.5744003
57,https://discovery.biothings.io/view/bioschemas/topic,https://bioschemas.org/profiles/Organization/0.2-DRAFT-2019_07_19,https://biocomputingup.it/#Organization
58,https://discovery.biothings.io/view/bioschemas/topic,https://bioschemas.org/profiles/Organization/0.2-DRAFT-2019_07_19,https://biocomputingup.it/#Organization
59,https://schema.org/description,https://bioschemas.org/profiles/ComputationalTool/1.0-RELEASE,https://bio.tools/covidmine
60,https://schema.org/name,https://bioschemas.org/profiles/ComputationalTool/1.0-RELEASE,https://bio.tools/covidmine
61,https://schema.org/url,https://bioschemas.org/profiles/ComputationalTool/1.0-RELEASE,https://bio.tools/covidmine
62,https://discovery.biothings.io/view/bioschemas/contact,https://bioschemas.org/profiles/Event/0.2-DRAFT-2019_06_14,https://tess.elixir-europe.org/events/1st-international-conference-on-fair-digital-objects-fdo2022
63,https://discovery.biothings.io/view/bioschemas/eventType,https://bioschemas.org/profiles/Event/0.2-DRAFT-2019_06_14,https://tess.elixir-europe.org/events/1st-international-conference-on-fair-digital-objects-fdo2022
64,https://discovery.biothings.io/view/bioschemas/hostInstitution,https://bioschemas.org/profiles/Event/0.2-DRAFT-2019_06_14,https://tess.elixir-europe.org/events/1st-international-conference-on-fair-digital-objects-fdo2022
65,https://schema.org/identifier,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://www.genenames.org/data/gene-symbol-report/#data-set
66,https://schema.org/identifier,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://www.genenames.org/data/genegroup/#data-set
67,https://schema.org/identifier,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://www.bgee.org/?page=species&amp;species_id=9606#expr-calls
68,https://schema.org/identifier,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://www.genenames.org/data/gene-symbol-report/#data-set
69,https://schema.org/identifier,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://www.genenames.org/data/genegroup/#data-set
70,https://schema.org/description,https://bioschemas.org/profiles/Person/0.2-DRAFT-2019_07_19,https://workflowhub.eu/people/9
71,https://schema.org/mainEntityOfPage,https://bioschemas.org/profiles/Person/0.2-DRAFT-2019_07_19,https://workflowhub.eu/people/9
