,property,Reference profile,Evaluated entity
17,https://schema.org/isBasedOn,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://proteinensemble.org/#2023-09
18,https://schema.org/measurementTechnique,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://proteinensemble.org/#2023-09
19,https://schema.org/variableMeasured,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://proteinensemble.org/#2023-09
20,https://schema.org/abstract,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Na7ac0fe797134c779347584303a467c7
21,https://schema.org/competencyRequired,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Na7ac0fe797134c779347584303a467c7
22,https://schema.org/educationalLevel,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Na7ac0fe797134c779347584303a467c7
23,https://schema.org/identifier,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Na7ac0fe797134c779347584303a467c7
24,https://schema.org/inLanguage,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Na7ac0fe797134c779347584303a467c7
25,https://schema.org/learningResourceType,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Na7ac0fe797134c779347584303a467c7
26,https://schema.org/mentions,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Na7ac0fe797134c779347584303a467c7
27,https://schema.org/teaches,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Na7ac0fe797134c779347584303a467c7
28,https://schema.org/timeRequired,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Na7ac0fe797134c779347584303a467c7
29,https://schema.org/url,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Na7ac0fe797134c779347584303a467c7
30,https://schema.org/abstract,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nff6b9707eb564f3fb86530ce552c7a74
31,https://schema.org/competencyRequired,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nff6b9707eb564f3fb86530ce552c7a74
32,https://schema.org/educationalLevel,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nff6b9707eb564f3fb86530ce552c7a74
33,https://schema.org/identifier,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nff6b9707eb564f3fb86530ce552c7a74
34,https://schema.org/inLanguage,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nff6b9707eb564f3fb86530ce552c7a74
35,https://schema.org/learningResourceType,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nff6b9707eb564f3fb86530ce552c7a74
36,https://schema.org/mentions,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nff6b9707eb564f3fb86530ce552c7a74
37,https://schema.org/teaches,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nff6b9707eb564f3fb86530ce552c7a74
38,https://schema.org/timeRequired,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nff6b9707eb564f3fb86530ce552c7a74
39,https://schema.org/url,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nff6b9707eb564f3fb86530ce552c7a74
40,https://schema.org/email,https://bioschemas.org/profiles/Person/0.3-DRAFT,N559f87076fc743ac955f6c94ed1a14e9
41,https://discovery.biothings.io/view/bioschemas/expertise,https://bioschemas.org/profiles/Person/0.3-DRAFT,N559f87076fc743ac955f6c94ed1a14e9
42,https://schema.org/homeLocation,https://bioschemas.org/profiles/Person/0.3-DRAFT,N559f87076fc743ac955f6c94ed1a14e9
43,https://discovery.biothings.io/view/bioschemas/orcid,https://bioschemas.org/profiles/Person/0.3-DRAFT,N559f87076fc743ac955f6c94ed1a14e9
44,https://schema.org/worksFor,https://bioschemas.org/profiles/Person/0.3-DRAFT,N559f87076fc743ac955f6c94ed1a14e9
45,https://schema.org/sameAs,https://bioschemas.org/profiles/Person/0.3-DRAFT,N559f87076fc743ac955f6c94ed1a14e9
46,https://schema.org/email,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nadea03476dde4bce9f22665028dd6234
47,https://discovery.biothings.io/view/bioschemas/expertise,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nadea03476dde4bce9f22665028dd6234
48,https://schema.org/homeLocation,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nadea03476dde4bce9f22665028dd6234
49,https://discovery.biothings.io/view/bioschemas/orcid,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nadea03476dde4bce9f22665028dd6234
50,https://schema.org/worksFor,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nadea03476dde4bce9f22665028dd6234
51,https://schema.org/sameAs,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nadea03476dde4bce9f22665028dd6234
52,https://schema.org/email,https://bioschemas.org/profiles/Person/0.3-DRAFT,N50966e8a1139489e8f361bf3a5ab13b2
53,https://discovery.biothings.io/view/bioschemas/expertise,https://bioschemas.org/profiles/Person/0.3-DRAFT,N50966e8a1139489e8f361bf3a5ab13b2
54,https://schema.org/homeLocation,https://bioschemas.org/profiles/Person/0.3-DRAFT,N50966e8a1139489e8f361bf3a5ab13b2
55,https://discovery.biothings.io/view/bioschemas/orcid,https://bioschemas.org/profiles/Person/0.3-DRAFT,N50966e8a1139489e8f361bf3a5ab13b2
56,https://schema.org/worksFor,https://bioschemas.org/profiles/Person/0.3-DRAFT,N50966e8a1139489e8f361bf3a5ab13b2
57,https://schema.org/sameAs,https://bioschemas.org/profiles/Person/0.3-DRAFT,N50966e8a1139489e8f361bf3a5ab13b2
58,https://schema.org/email,https://bioschemas.org/profiles/Person/0.3-DRAFT,N1ea93720f7fa4ea9bbe4678e808f9e1e
59,https://discovery.biothings.io/view/bioschemas/expertise,https://bioschemas.org/profiles/Person/0.3-DRAFT,N1ea93720f7fa4ea9bbe4678e808f9e1e
60,https://schema.org/homeLocation,https://bioschemas.org/profiles/Person/0.3-DRAFT,N1ea93720f7fa4ea9bbe4678e808f9e1e
61,https://discovery.biothings.io/view/bioschemas/orcid,https://bioschemas.org/profiles/Person/0.3-DRAFT,N1ea93720f7fa4ea9bbe4678e808f9e1e
62,https://schema.org/worksFor,https://bioschemas.org/profiles/Person/0.3-DRAFT,N1ea93720f7fa4ea9bbe4678e808f9e1e
63,https://schema.org/sameAs,https://bioschemas.org/profiles/Person/0.3-DRAFT,N1ea93720f7fa4ea9bbe4678e808f9e1e
64,https://schema.org/email,https://bioschemas.org/profiles/Person/0.3-DRAFT,Na9480305796e4f23b9bf7cf06264afb8
65,https://discovery.biothings.io/view/bioschemas/expertise,https://bioschemas.org/profiles/Person/0.3-DRAFT,Na9480305796e4f23b9bf7cf06264afb8
66,https://schema.org/homeLocation,https://bioschemas.org/profiles/Person/0.3-DRAFT,Na9480305796e4f23b9bf7cf06264afb8
67,https://discovery.biothings.io/view/bioschemas/orcid,https://bioschemas.org/profiles/Person/0.3-DRAFT,Na9480305796e4f23b9bf7cf06264afb8
68,https://schema.org/worksFor,https://bioschemas.org/profiles/Person/0.3-DRAFT,Na9480305796e4f23b9bf7cf06264afb8
69,https://schema.org/sameAs,https://bioschemas.org/profiles/Person/0.3-DRAFT,Na9480305796e4f23b9bf7cf06264afb8
70,https://schema.org/email,https://bioschemas.org/profiles/Person/0.3-DRAFT,N2bea1f99f9e6463896f706b7bc905f2e
71,https://discovery.biothings.io/view/bioschemas/expertise,https://bioschemas.org/profiles/Person/0.3-DRAFT,N2bea1f99f9e6463896f706b7bc905f2e
72,https://schema.org/homeLocation,https://bioschemas.org/profiles/Person/0.3-DRAFT,N2bea1f99f9e6463896f706b7bc905f2e
73,https://discovery.biothings.io/view/bioschemas/orcid,https://bioschemas.org/profiles/Person/0.3-DRAFT,N2bea1f99f9e6463896f706b7bc905f2e
74,https://schema.org/worksFor,https://bioschemas.org/profiles/Person/0.3-DRAFT,N2bea1f99f9e6463896f706b7bc905f2e
75,https://schema.org/sameAs,https://bioschemas.org/profiles/Person/0.3-DRAFT,N2bea1f99f9e6463896f706b7bc905f2e
76,https://schema.org/email,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nb3e0345765c3484dacdb0c5f70609c60
77,https://discovery.biothings.io/view/bioschemas/expertise,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nb3e0345765c3484dacdb0c5f70609c60
78,https://schema.org/homeLocation,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nb3e0345765c3484dacdb0c5f70609c60
79,https://discovery.biothings.io/view/bioschemas/orcid,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nb3e0345765c3484dacdb0c5f70609c60
80,https://schema.org/worksFor,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nb3e0345765c3484dacdb0c5f70609c60
81,https://schema.org/sameAs,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nb3e0345765c3484dacdb0c5f70609c60
82,https://schema.org/email,https://bioschemas.org/profiles/Person/0.3-DRAFT,N9f9a026208654e39a5a191c657760ff7
83,https://discovery.biothings.io/view/bioschemas/expertise,https://bioschemas.org/profiles/Person/0.3-DRAFT,N9f9a026208654e39a5a191c657760ff7
84,https://schema.org/homeLocation,https://bioschemas.org/profiles/Person/0.3-DRAFT,N9f9a026208654e39a5a191c657760ff7
85,https://discovery.biothings.io/view/bioschemas/orcid,https://bioschemas.org/profiles/Person/0.3-DRAFT,N9f9a026208654e39a5a191c657760ff7
86,https://schema.org/worksFor,https://bioschemas.org/profiles/Person/0.3-DRAFT,N9f9a026208654e39a5a191c657760ff7
87,https://schema.org/sameAs,https://bioschemas.org/profiles/Person/0.3-DRAFT,N9f9a026208654e39a5a191c657760ff7
88,https://schema.org/email,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nfde308ca182f46bb9719dc179006d317
89,https://discovery.biothings.io/view/bioschemas/expertise,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nfde308ca182f46bb9719dc179006d317
90,https://schema.org/homeLocation,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nfde308ca182f46bb9719dc179006d317
91,https://discovery.biothings.io/view/bioschemas/orcid,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nfde308ca182f46bb9719dc179006d317
92,https://schema.org/worksFor,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nfde308ca182f46bb9719dc179006d317
93,https://schema.org/sameAs,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nfde308ca182f46bb9719dc179006d317
94,https://schema.org/email,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nc77d5d0eb48e4dbb9d5ee7e0c96faa36
95,https://discovery.biothings.io/view/bioschemas/expertise,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nc77d5d0eb48e4dbb9d5ee7e0c96faa36
96,https://schema.org/homeLocation,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nc77d5d0eb48e4dbb9d5ee7e0c96faa36
97,https://discovery.biothings.io/view/bioschemas/orcid,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nc77d5d0eb48e4dbb9d5ee7e0c96faa36
98,https://schema.org/worksFor,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nc77d5d0eb48e4dbb9d5ee7e0c96faa36
99,https://schema.org/sameAs,https://bioschemas.org/profiles/Person/0.3-DRAFT,Nc77d5d0eb48e4dbb9d5ee7e0c96faa36
100,https://schema.org/email,https://bioschemas.org/profiles/Person/0.3-DRAFT,N5a7e976c32ad4e87a51bf51b6b004a29
101,https://discovery.biothings.io/view/bioschemas/expertise,https://bioschemas.org/profiles/Person/0.3-DRAFT,N5a7e976c32ad4e87a51bf51b6b004a29
102,https://schema.org/homeLocation,https://bioschemas.org/profiles/Person/0.3-DRAFT,N5a7e976c32ad4e87a51bf51b6b004a29
103,https://discovery.biothings.io/view/bioschemas/orcid,https://bioschemas.org/profiles/Person/0.3-DRAFT,N5a7e976c32ad4e87a51bf51b6b004a29
104,https://schema.org/worksFor,https://bioschemas.org/profiles/Person/0.3-DRAFT,N5a7e976c32ad4e87a51bf51b6b004a29
105,https://schema.org/sameAs,https://bioschemas.org/profiles/Person/0.3-DRAFT,N5a7e976c32ad4e87a51bf51b6b004a29
106,https://schema.org/email,https://bioschemas.org/profiles/Person/0.3-DRAFT,N916cb7c86aaf426f9a46129e03fcffc9
107,https://discovery.biothings.io/view/bioschemas/expertise,https://bioschemas.org/profiles/Person/0.3-DRAFT,N916cb7c86aaf426f9a46129e03fcffc9
108,https://schema.org/homeLocation,https://bioschemas.org/profiles/Person/0.3-DRAFT,N916cb7c86aaf426f9a46129e03fcffc9
109,https://discovery.biothings.io/view/bioschemas/orcid,https://bioschemas.org/profiles/Person/0.3-DRAFT,N916cb7c86aaf426f9a46129e03fcffc9
110,https://schema.org/worksFor,https://bioschemas.org/profiles/Person/0.3-DRAFT,N916cb7c86aaf426f9a46129e03fcffc9
111,https://schema.org/sameAs,https://bioschemas.org/profiles/Person/0.3-DRAFT,N916cb7c86aaf426f9a46129e03fcffc9
112,https://schema.org/email,https://bioschemas.org/profiles/Person/0.3-DRAFT,N0102921abdaa4fd1be85df9e5c000dd6
113,https://discovery.biothings.io/view/bioschemas/expertise,https://bioschemas.org/profiles/Person/0.3-DRAFT,N0102921abdaa4fd1be85df9e5c000dd6
114,https://schema.org/homeLocation,https://bioschemas.org/profiles/Person/0.3-DRAFT,N0102921abdaa4fd1be85df9e5c000dd6
115,https://discovery.biothings.io/view/bioschemas/orcid,https://bioschemas.org/profiles/Person/0.3-DRAFT,N0102921abdaa4fd1be85df9e5c000dd6
116,https://schema.org/worksFor,https://bioschemas.org/profiles/Person/0.3-DRAFT,N0102921abdaa4fd1be85df9e5c000dd6
117,https://schema.org/sameAs,https://bioschemas.org/profiles/Person/0.3-DRAFT,N0102921abdaa4fd1be85df9e5c000dd6
118,https://schema.org/email,https://bioschemas.org/profiles/Person/0.3-DRAFT,Na5cb9cd90d7f44b3b6b725cbc3c99234
119,https://discovery.biothings.io/view/bioschemas/expertise,https://bioschemas.org/profiles/Person/0.3-DRAFT,Na5cb9cd90d7f44b3b6b725cbc3c99234
120,https://schema.org/homeLocation,https://bioschemas.org/profiles/Person/0.3-DRAFT,Na5cb9cd90d7f44b3b6b725cbc3c99234
121,https://discovery.biothings.io/view/bioschemas/orcid,https://bioschemas.org/profiles/Person/0.3-DRAFT,Na5cb9cd90d7f44b3b6b725cbc3c99234
122,https://schema.org/worksFor,https://bioschemas.org/profiles/Person/0.3-DRAFT,Na5cb9cd90d7f44b3b6b725cbc3c99234
123,https://schema.org/sameAs,https://bioschemas.org/profiles/Person/0.3-DRAFT,Na5cb9cd90d7f44b3b6b725cbc3c99234
124,https://schema.org/competencyRequired,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nda81e78c2aa0414b85e354069df54ddd
125,https://schema.org/mentions,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nda81e78c2aa0414b85e354069df54ddd
126,https://schema.org/competencyRequired,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,N013316001c6e43c1bebe9ffe1771878c
127,https://schema.org/mentions,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,N013316001c6e43c1bebe9ffe1771878c
128,https://schema.org/abstract,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Ndba6c20853a54fb2b31abe79ac2c9c24
129,https://schema.org/competencyRequired,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Ndba6c20853a54fb2b31abe79ac2c9c24
130,https://schema.org/identifier,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Ndba6c20853a54fb2b31abe79ac2c9c24
131,https://schema.org/mentions,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Ndba6c20853a54fb2b31abe79ac2c9c24
132,https://schema.org/timeRequired,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Ndba6c20853a54fb2b31abe79ac2c9c24
133,https://schema.org/url,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Ndba6c20853a54fb2b31abe79ac2c9c24
134,https://schema.org/abstract,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nee2255808a5c4fbd8a4bb66358afb15a
135,https://schema.org/competencyRequired,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nee2255808a5c4fbd8a4bb66358afb15a
136,https://schema.org/identifier,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nee2255808a5c4fbd8a4bb66358afb15a
137,https://schema.org/mentions,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nee2255808a5c4fbd8a4bb66358afb15a
138,https://schema.org/timeRequired,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nee2255808a5c4fbd8a4bb66358afb15a
139,https://schema.org/url,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nee2255808a5c4fbd8a4bb66358afb15a
140,https://schema.org/alternateName,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://bioregistry.io/hgnc
141,https://schema.org/citation,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://bioregistry.io/hgnc
142,https://schema.org/creator,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://bioregistry.io/hgnc
143,https://schema.org/datePublished,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://bioregistry.io/hgnc
144,https://schema.org/distribution,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://bioregistry.io/hgnc
145,https://schema.org/includedInDataCatalog,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://bioregistry.io/hgnc
146,https://schema.org/isBasedOn,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://bioregistry.io/hgnc
147,https://schema.org/measurementTechnique,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://bioregistry.io/hgnc
148,https://schema.org/variableMeasured,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://bioregistry.io/hgnc
149,https://schema.org/version,https://bioschemas.org/profiles/Dataset/1.0-RELEASE,https://bioregistry.io/hgnc
150,https://schema.org/abstract,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,N700aeaf49db84db191b5075409a69af0
151,https://schema.org/competencyRequired,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,N700aeaf49db84db191b5075409a69af0
152,https://schema.org/identifier,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,N700aeaf49db84db191b5075409a69af0
153,https://schema.org/mentions,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,N700aeaf49db84db191b5075409a69af0
154,https://schema.org/timeRequired,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,N700aeaf49db84db191b5075409a69af0
155,https://schema.org/url,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,N700aeaf49db84db191b5075409a69af0
156,https://schema.org/abstract,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nf4da03f0482b4a6482fb58121ec8a0f0
157,https://schema.org/competencyRequired,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nf4da03f0482b4a6482fb58121ec8a0f0
158,https://schema.org/identifier,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nf4da03f0482b4a6482fb58121ec8a0f0
159,https://schema.org/mentions,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nf4da03f0482b4a6482fb58121ec8a0f0
160,https://schema.org/timeRequired,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nf4da03f0482b4a6482fb58121ec8a0f0
161,https://schema.org/url,https://bioschemas.org/profiles/TrainingMaterial/1.0-RELEASE,Nf4da03f0482b4a6482fb58121ec8a0f0
162,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000221
163,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000221
164,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000220
165,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000220
166,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000262
167,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000262
168,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000260
169,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000260
170,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000088
171,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000088
172,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000238
173,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000238
174,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000224
175,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000224
176,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000076
177,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000076
178,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000081
179,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000081
180,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000089
181,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000089
182,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000083
183,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000083
184,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000095
185,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000095
186,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000217
187,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000217
188,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000086
189,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000086
190,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000078
191,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000078
192,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000232
193,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000232
194,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000080
195,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000080
196,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000075
197,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000075
198,https://schema.org/chemicalComposition,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000216
199,https://schema.org/hasBioChemEntityPart,https://bioschemas.org/profiles/ChemicalSubstance/0.4-RELEASE,http://purl.enanomapper.org/onto/ENM_9000216
